host id;host_identity_verified;neighbourhood;cancellation_policy;room type;Construction year;price;service fee;minimum nights;number of reviews;last review
1198781658;unconfirmed;Murray Hill;strict;Entire home/apt;2006;$534 ;$107 ;29;2;4/30/2019
1198944936;verified;Williamsburg;flexible;Private room;2019;$842 ;$168 ;30;5;2/14/2022
1199163325;unconfirmed;Williamsburg;moderate;Private room;2017;$383 ;$77 ;15;15;6/26/2019
1199226196;verified;Nolita;moderate;Entire home/apt;2022;$370 ;$74 ;2;21;2/13/2022
1200717773;unconfirmed;Washington Heights;strict;Private room;2020;$1,190 ;$238 ;2;8;6/30/2019
1201550717;unconfirmed;Hell's Kitchen;moderate;Private room;2011;$1,193 ;$239 ;8;1;1/2/2019
1201898340;unconfirmed;Columbia St;moderate;Entire home/apt;2012;$811 ;$162 ;2;14;5/2/2017
1202490939;verified;Port Morris;moderate;Private room;2017;$1,163 ;$233 ;2;59;6/11/2019
1203424465;verified;Crown Heights;strict;Private room;2014;$117 ;$23 ;1;73;6/23/2019
1203901609;verified;Maspeth;moderate;Entire home/apt;2012;$210 ;$42 ;2;49;2/13/2022
1204230828;unconfirmed;Astoria;moderate;Private room;2017;$670 ;$134 ;2;15;1/28/2017
1204563153;verified;Clinton Hill;strict;Entire home/apt;2013;$837 ;$167 ;3;8;1/28/2019
1206127737;unconfirmed;Harlem;moderate;Entire home/apt;2004;$387 ;$77 ;3;1;11/29/2015
1206507420;unconfirmed;East Village;flexible;Private room;2019;$666 ;$133 ;1;6;6/14/2017
1206760671;unconfirmed;Bushwick;strict;Private room;2017;$1,101 ;$220 ;25;3;2/28/2019
1206766854;unconfirmed;Washington Heights;moderate;Entire home/apt;2004;$1,052 ;$210 ;20;15;7/30/2021
1207694388;verified;Nolita;moderate;Entire home/apt;2012;$279 ;$56 ;3;0;
1211333627;verified;Crown Heights;flexible;Private room;2012;$1,054 ;$211 ;4;1;3/27/2016
1212496620;unconfirmed;Woodside;moderate;Private room;2019;$160 ;$32 ;2;46;3/16/2020
1214867891;unconfirmed;Springfield Gardens;strict;Private room;2017;$382 ;$76 ;1;1;6/16/2018
1214967603;unconfirmed;Gramercy;moderate;Private room;2016;$1,010 ;$202 ;2;8;11/27/2016
1215207452;verified;Concourse Village;strict;Private room;2016;$803 ;$161 ;2;0;
1216205573;unconfirmed;Sheepshead Bay;strict;Private room;2011;$531 ;$106 ;1;2;1/1/2022
1216584980;verified;Bedford-Stuyvesant;strict;Entire home/apt;2005;$404 ;$81 ;3;44;7/6/2019
1216584980;verified;Bedford-Stuyvesant;strict;Entire home/apt;2005;$404 ;$81 ;3;44;7/6/2019
1216634169;unconfirmed;Harlem;strict;Shared room;2008;$1,108 ;$222 ;2;1;9/3/2017
1217562535;unconfirmed;Harlem;flexible;Private room;2011;$898 ;$180 ;2;18;11/4/2018
1218629841;unconfirmed;Financial District;flexible;Private room;2010;$1,179 ;$236 ;1;0;
1218676106;verified;Hell's Kitchen;moderate;Entire home/apt;2020;$492 ;$98 ;3;28;3/17/2019
1219824392;unconfirmed;Upper West Side;moderate;Private room;2017;$716 ;$143 ;3;0;
1225648675;unconfirmed;Bushwick;moderate;Private room;2003;$416 ;$83 ;1;8;6/14/2019
1226353627;verified;Bedford-Stuyvesant;flexible;Private room;2004;$915 ;$183 ;1;102;7/5/2019
1227809069;unconfirmed;Sunset Park;moderate;Entire home/apt;2022;$814 ;$163 ;3;73;7/1/2019
1228943447;verified;Flushing;strict;Private room;2015;$54 ;$11 ;1;88;1/4/2022
1230469666;unconfirmed;Upper East Side;strict;Entire home/apt;2017;$787 ;$157 ;7;3;12/31/2016
1230771453;unconfirmed;Financial District;flexible;Entire home/apt;2013;$603 ;$121 ;30;0;
1231050597;unconfirmed;Bayswater;strict;Entire home/apt;2011;$494 ;$99 ;2;5;12/19/2021
1231323862;verified;Midtown;strict;Entire home/apt;2005;$83 ;$17 ;3;1;1/1/2018
1231628081;unconfirmed;Greenpoint;moderate;Entire home/apt;2005;$825 ;$165 ;7;6;12/10/2017
1231789565;verified;Gowanus;flexible;Entire home/apt;2017;$357 ;$71 ;3;0;
1232469596;verified;Flatbush;strict;Entire home/apt;2019;$967 ;$193 ;1;2;7/7/2019
1232597555;unconfirmed;Bedford-Stuyvesant;flexible;Private room;2022;$493 ;$99 ;2;54;1/1/2022
1232681550;verified;Harlem;strict;Private room;2011;$802 ;$160 ;1;1;6/27/2015
1233433690;unconfirmed;East Village;flexible;Entire home/apt;2004;$416 ;$83 ;2;16;5/6/2018
1236258225;verified;Kips Bay;moderate;Private room;2003;$640 ;$128 ;2;2;1/1/2022
1236795158;verified;Little Italy;flexible;Private room;2012;$730 ;$146 ;3;0;
1237740032;unconfirmed;Flatbush;moderate;Entire home/apt;2003;$540 ;$108 ;2;0;
1239775467;unconfirmed;Bedford-Stuyvesant;moderate;Private room;2003;$235 ;$47 ;1;3;9/19/2016
1239984480;verified;Bushwick;moderate;Private room;2006;$1,095 ;$219 ;1;22;7/1/2019
1242037731;unconfirmed;East Harlem;strict;Private room;2005;$1,015 ;$203 ;4;9;4/24/2019
1243351824;verified;East Village;flexible;Entire home/apt;2010;$1,164 ;$233 ;2;5;4/4/2016
1244274836;unconfirmed;Canarsie;flexible;Private room;2010;$139 ;$28 ;3;34;2/28/2022
1244653876;verified;Midtown;strict;Entire home/apt;2020;$163 ;$33 ;30;0;
1246712286;unconfirmed;Kips Bay;moderate;Private room;2014;$890 ;$178 ;2;5;3/7/2019
1247758748;unconfirmed;Riverdale;moderate;Private room;2010;$874 ;$175 ;2;0;
1247776966;unconfirmed;Washington Heights;flexible;Private room;2007;$1,109 ;$222 ;1;3;7/20/2016
1247826079;verified;Upper West Side;flexible;Entire home/apt;2011;$583 ;$117 ;30;3;10/22/2018
1248823342;unconfirmed;Bay Ridge;flexible;Private room;2021;$279 ;$56 ;3;34;7/8/2019
1249278247;unconfirmed;Long Island City;flexible;Entire home/apt;2013;$915 ;$183 ;2;84;5/28/2019
1249702329;unconfirmed;East Harlem;strict;Private room;2012;$838 ;$168 ;2;169;6/16/2019
1251028302;unconfirmed;Midtown;moderate;Entire home/apt;2015;$555 ;$111 ;30;2;2/4/2019
1252366251;unconfirmed;Flatbush;flexible;Entire home/apt;2013;$94 ;$19 ;2;103;5/27/2019
1253109541;verified;Bedford-Stuyvesant;strict;Entire home/apt;2012;$518 ;$104 ;3;230;7/1/2019
1254063421;verified;Midtown;flexible;Entire home/apt;2007;$1,023 ;$205 ;60;0;
1254085713;verified;Bedford-Stuyvesant;moderate;Private room;2010;$709 ;$142 ;1;2;7/8/2019
1254982004;unconfirmed;Nolita;flexible;Private room;2005;$148 ;$30 ;2;66;5/31/2019
1255462118;verified;Hell's Kitchen;moderate;Entire home/apt;2009;$228 ;$46 ;9;2;1/31/2019
1255911758;unconfirmed;Nolita;flexible;Entire home/apt;2007;$462 ;$92 ;5;36;6/27/2019
1258172920;unconfirmed;West Village;moderate;Entire home/apt;2016;$256 ;$51 ;2;185;6/21/2019
1259263277;unconfirmed;Bushwick;strict;Entire home/apt;2005;$614 ;$123 ;2;35;1/2/2022
1260133006;unconfirmed;Bushwick;moderate;Private room;2012;$1,195 ;$239 ;3;8;9/24/2017
1260650809;verified;West Village;moderate;Entire home/apt;2004;$878 ;$176 ;7;8;12/30/2017
1261728563;unconfirmed;Crown Heights;strict;Shared room;2014;$153 ;$31 ;1;0;
1263310543;verified;Sunset Park;moderate;Entire home/apt;2016;$846 ;$169 ;30;11;9/25/2021
1263399195;verified;East Elmhurst;moderate;Private room;2013;$370 ;$74 ;1;207;7/3/2019
1263473800;verified;Hell's Kitchen;strict;Shared room;2004;$148 ;$30 ;1;9;5/15/2019
1264415650;verified;Washington Heights;strict;Private room;2022;$201 ;$40 ;2;16;12/27/2018
1264732599;unconfirmed;Upper East Side;strict;Entire home/apt;2011;$1,180 ;$236 ;30;3;7/24/2021
1264976315;verified;Theater District;strict;Private room;2006;$1,095 ;$219 ;2;46;6/11/2019
1265663106;verified;Woodside;moderate;Private room;2021;$1,188 ;$238 ;1;2;4/22/2019
1268409138;unconfirmed;Bushwick;strict;Shared room;2014;$266 ;$53 ;30;0;
1269325444;unconfirmed;Ridgewood;moderate;Private room;2020;$1,069 ;$214 ;1;0;
1269550503;verified;Greenpoint;strict;Private room;2010;$228 ;$46 ;1;31;6/21/2019
1270423533;unconfirmed;Kensington;moderate;Private room;2019;$305 ;$61 ;1;95;6/23/2019
1271806883;unconfirmed;Borough Park;flexible;Private room;2014;$832 ;$166 ;5;2;5/3/2019
1272671352;unconfirmed;Windsor Terrace;moderate;Entire home/apt;2017;$443 ;$89 ;3;51;1/24/2022
1273079966;unconfirmed;Bedford-Stuyvesant;flexible;Private room;2007;$1,158 ;$232 ;30;0;
1273796632;verified;Williamsburg;flexible;Private room;2011;$590 ;$118 ;1;39;6/21/2019
1277088126;verified;Inwood;flexible;Entire home/apt;2015;$923 ;$185 ;2;112;6/27/2019
1278085541;verified;NoHo;flexible;Entire home/apt;2007;$922 ;$184 ;2;22;5/28/2019
1278307856;unconfirmed;Bushwick;flexible;Private room;2022;$210 ;$42 ;3;2;1/7/2018
1278553756;verified;East Elmhurst;flexible;Shared room;2016;$1,146 ;$229 ;1;224;7/6/2019
1279718375;verified;Chelsea;flexible;Entire home/apt;2012;$354 ;$71 ;3;119;6/29/2019
1280143094;verified;Chinatown;flexible;Entire home/apt;2004;$319 ;$64 ;1;160;6/9/2019
1281573577;unconfirmed;Canarsie;strict;Private room;2019;$592 ;$118 ;2;45;6/3/2019
1283543776;unconfirmed;Canarsie;strict;Private room;2017;$398 ;$80 ;3;1;1/2/2018
1283772144;unconfirmed;Prospect-Lefferts Gardens;moderate;Entire home/apt;2020;$964 ;$193 ;3;21;12/26/2021
1284253244;unconfirmed;Crown Heights;moderate;Entire home/apt;2009;$229 ;$46 ;2;193;7/1/2019
1284317215;unconfirmed;Harlem;strict;Entire home/apt;2021;$255 ;$51 ;3;71;6/3/2019
1284469527;unconfirmed;Williamsburg;moderate;Private room;2007;$1,010 ;$202 ;14;14;9/5/2020
1285422186;verified;Financial District;strict;Private room;2022;$851 ;$170 ;7;1;6/9/2019
1286723431;verified;Park Slope;flexible;Entire home/apt;2004;$693 ;$139 ;1;0;
1288161508;unconfirmed;Upper East Side;strict;Entire home/apt;2015;$650 ;$130 ;30;23;2/18/2022
1288821539;verified;Midtown;strict;Entire home/apt;2005;$857 ;$171 ;5;24;11/7/2018
1289499170;unconfirmed;Harlem;flexible;Private room;2011;$134 ;$27 ;3;3;7/1/2017
1292315449;verified;East Harlem;strict;Private room;2011;$800 ;$160 ;1;99;6/29/2019
1293210351;unconfirmed;Bushwick;moderate;Private room;2008;$251 ;$50 ;2;31;5/24/2019
1293553172;unconfirmed;Midtown;moderate;Entire home/apt;2012;$208 ;$42 ;1;1;12/6/2017
1294104050;unconfirmed;Jackson Heights;flexible;Private room;2016;$1,177 ;$235 ;30;1;1/10/2022
1294379489;verified;Midtown;flexible;Entire home/apt;2021;$77 ;$15 ;3;12;4/22/2019
1296415233;verified;Williamsburg;moderate;Entire home/apt;2004;$812 ;$162 ;3;125;3/3/2022
1296574053;verified;Carroll Gardens;strict;Entire home/apt;2016;$474 ;$95 ;30;68;3/22/2020
1296812722;verified;Greenpoint;moderate;Entire home/apt;2009;$728 ;$146 ;2;3;9/11/2018
1297524306;verified;East Village;strict;Entire home/apt;2018;$1,152 ;$230 ;2;28;5/30/2019
1298782598;verified;Upper West Side;flexible;Entire home/apt;2019;$288 ;$58 ;3;4;1/3/2018
1299862797;unconfirmed;Cypress Hills;moderate;Entire home/apt;2006;$362 ;$72 ;5;5;2/19/2022
1300286435;unconfirmed;Hell's Kitchen;strict;Private room;2018;$940 ;$188 ;1;0;
1300575844;unconfirmed;Ozone Park;moderate;Private room;2012;$300 ;$60 ;1;2;2/20/2022
1301834784;unconfirmed;Upper East Side;moderate;Entire home/apt;2010;$407 ;$81 ;3;22;7/1/2019
1302378871;unconfirmed;Little Neck;strict;Shared room;2017;$700 ;$140 ;3;1;12/4/2018
1302942834;verified;Prospect Heights;moderate;Entire home/apt;2008;$133 ;$27 ;32;1;12/30/2018
1305047632;unconfirmed;Chinatown;flexible;Entire home/apt;2019;$938 ;$188 ;20;38;7/5/2019
1308767788;verified;Inwood;moderate;Entire home/apt;2004;$143 ;$29 ;4;7;7/8/2018
1308781345;verified;Greenpoint;strict;Entire home/apt;2018;$352 ;$70 ;3;0;
1309083106;verified;Bedford-Stuyvesant;strict;Private room;2012;$811 ;$162 ;5;3;1/23/2022
1309407803;unconfirmed;Ditmars Steinway;flexible;Private room;2018;$505 ;$101 ;3;0;
1309479364;verified;East Village;moderate;Entire home/apt;2016;$825 ;$165 ;2;48;6/22/2019
1310936794;verified;Harlem;moderate;Private room;2008;$340 ;$68 ;1;12;7/28/2018
1316062537;verified;Astoria;moderate;Entire home/apt;2009;$143 ;$29 ;4;0;
1316444070;unconfirmed;Bedford-Stuyvesant;moderate;Private room;2018;$701 ;$140 ;2;19;6/5/2019
1317881413;unconfirmed;Midtown;flexible;Entire home/apt;2008;$1,045 ;$209 ;30;9;12/16/2018
1318512061;verified;Flushing;flexible;Private room;2019;$304 ;$61 ;1;37;6/21/2019
1320148510;verified;Hell's Kitchen;flexible;Entire home/apt;2016;$630 ;$126 ;13;6;5/20/2017
1320440547;verified;Greenpoint;moderate;Entire home/apt;2010;$539 ;$108 ;2;3;1/2/2016
1321152977;verified;Upper West Side;strict;Private room;2012;$806 ;$161 ;4;2;12/25/2018
1321398534;verified;Bushwick;moderate;Private room;2004;$354 ;$71 ;1;2;1/20/2022
1321566113;unconfirmed;Williamsburg;flexible;Entire home/apt;2016;$895 ;$179 ;1;4;4/22/2019
1321733835;verified;East Village;strict;Entire home/apt;2012;$527 ;$105 ;2;7;5/29/2017
1326373287;verified;Midtown;moderate;Private room;2011;$477 ;$95 ;3;41;9/25/2015
1327300101;verified;Midtown;strict;Entire home/apt;2015;$879 ;$176 ;30;0;
1328636100;verified;Morningside Heights;moderate;Private room;2004;$346 ;$69 ;7;1;8/16/2017
1329214302;verified;Hell's Kitchen;strict;Entire home/apt;2014;$504 ;$101 ;30;5;1/23/2022
1329421616;unconfirmed;Nolita;moderate;Private room;2011;$507 ;$101 ;3;2;6/5/2019
1331271307;unconfirmed;Chelsea;moderate;Entire home/apt;2004;$585 ;$117 ;4;16;7/6/2019
1331403772;unconfirmed;Fort Greene;moderate;Entire home/apt;2005;$956 ;$191 ;10;10;6/24/2019
1331437153;unconfirmed;Midtown;moderate;Entire home/apt;2013;$1,079 ;$216 ;1;3;12/19/2021
1332034534;unconfirmed;Upper West Side;strict;Entire home/apt;2021;$106 ;$21 ;2;3;7/26/2016
1332214863;unconfirmed;East Harlem;moderate;Private room;2013;$555 ;$111 ;1;0;
1332230188;unconfirmed;Washington Heights;flexible;Entire home/apt;2016;$119 ;$24 ;2;0;
1333339653;verified;Woodhaven;strict;Private room;2015;$266 ;$53 ;3;183;2/28/2022
1333822602;verified;Bedford-Stuyvesant;strict;Private room;2019;$113 ;$23 ;60;6;6/22/2019
1335595868;unconfirmed;Jamaica;moderate;Entire home/apt;2019;$265 ;$53 ;2;45;6/30/2019
1336104237;unconfirmed;Park Slope;moderate;Entire home/apt;2012;$969 ;$194 ;3;1;6/2/2015
1337734763;verified;Greenwich Village;strict;Private room;2016;$131 ;$26 ;4;19;7/5/2019
1339233912;verified;Bushwick;moderate;Private room;2003;$366 ;$73 ;3;5;1/2/2018
1339492865;verified;Bushwick;flexible;Shared room;2008;$428 ;$86 ;5;14;3/13/2021
1339717485;verified;Upper East Side;strict;Entire home/apt;2009;$437 ;$87 ;3;2;6/19/2019
1340813166;verified;Upper West Side;strict;Entire home/apt;2006;$941 ;$188 ;30;47;11/30/2021
1341128043;verified;Lower East Side;moderate;Entire home/apt;2011;$176 ;$35 ;30;2;8/15/2021
1343840114;verified;Bushwick;moderate;Private room;2022;$885 ;$177 ;2;48;6/22/2019
1344689619;verified;Williamsburg;strict;Entire home/apt;2012;$1,073 ;$215 ;5;2;5/7/2017
1345163988;verified;Greenpoint;strict;Private room;2019;$412 ;$82 ;2;1;7/10/2018
1345757155;verified;Harlem;strict;Entire home/apt;2022;$179 ;$36 ;5;4;8/28/2018
1347399302;verified;Hell's Kitchen;moderate;Private room;2016;$113 ;$23 ;1;17;8/26/2018
1348360999;unconfirmed;Midtown;flexible;Private room;2006;$305 ;$61 ;7;49;6/13/2019
1349191899;unconfirmed;Williamsburg;strict;Private room;2017;$341 ;$68 ;2;166;6/22/2019
1350296850;unconfirmed;Dyker Heights;flexible;Entire home/apt;2006;$504 ;$101 ;30;24;12/18/2021
1351043151;verified;Williamsburg;strict;Private room;2012;$430 ;$86 ;5;0;
1352136828;verified;Upper West Side;moderate;Private room;2008;$896 ;$179 ;30;203;11/30/2020
1352770642;verified;Arverne;flexible;Entire home/apt;2006;$355 ;$71 ;2;99;6/22/2019
1353780435;unconfirmed;Chinatown;flexible;Private room;2007;$362 ;$72 ;2;1;12/30/2016
1356709648;verified;Crown Heights;strict;Private room;2016;$130 ;$26 ;7;10;5/21/2019
1356909106;unconfirmed;Bedford-Stuyvesant;flexible;Entire home/apt;2010;$670 ;$134 ;7;4;6/28/2019
1357593926;verified;Harlem;strict;Private room;2012;$212 ;$42 ;2;3;9/6/2018
1358102636;unconfirmed;Clifton;strict;Private room;2014;$346 ;$69 ;2;8;4/28/2019
1358298869;unconfirmed;Bushwick;strict;Private room;2009;$233 ;$47 ;3;0;
1358561644;verified;Woodside;flexible;Private room;2012;$784 ;$157 ;2;270;7/7/2019
1358930754;verified;Williamsburg;moderate;Private room;2005;$850 ;$170 ;1;5;7/4/2017
1362034287;unconfirmed;Flatbush;flexible;Entire home/apt;2017;$303 ;$61 ;2;1;6/27/2019
1364653232;unconfirmed;Williamsburg;flexible;Entire home/apt;2014;$342 ;$68 ;1;1;7/8/2016
1366240713;unconfirmed;Williamsburg;flexible;Private room;2008;$1,076 ;$215 ;1;14;7/14/2018
1367792180;unconfirmed;Williamsburg;moderate;Private room;2019;$1,005 ;$201 ;3;12;7/2/2019
1368795314;unconfirmed;Bedford-Stuyvesant;flexible;Entire home/apt;2009;$1,161 ;$232 ;1;63;7/7/2019
1370739811;verified;Williamsburg;strict;Private room;2015;$338 ;$68 ;1;3;3/30/2016
1370945204;unconfirmed;Financial District;strict;Entire home/apt;2020;$856 ;$171 ;29;1;6/10/2019
1371874785;unconfirmed;Roosevelt Island;strict;Private room;2010;$239 ;$48 ;10;1;1/7/2017
1372885439;verified;Hell's Kitchen;strict;Shared room;2013;$317 ;$63 ;1;17;10/28/2018
1374131655;unconfirmed;Carroll Gardens;moderate;Entire home/apt;2004;$626 ;$125 ;1;90;7/1/2019
1375704061;verified;Inwood;moderate;Private room;2013;$774 ;$155 ;1;7;7/5/2019
1376501010;unconfirmed;Upper West Side;flexible;Entire home/apt;2003;$191 ;$38 ;7;1;3/25/2019
1376545089;verified;Harlem;moderate;Entire home/apt;2010;$241 ;$48 ;3;15;7/2/2019
1378165669;unconfirmed;Astoria;moderate;Private room;2022;$882 ;$176 ;5;2;10/12/2018
1378673062;verified;Wakefield;strict;Private room;2012;$476 ;$95 ;1;0;
1379043339;unconfirmed;Bushwick;moderate;Private room;2004;$534 ;$107 ;16;38;6/1/2019
1379551655;verified;Astoria;moderate;Private room;2013;;$209 ;5;15;3/1/2021
1380250746;verified;Long Island City;strict;Entire home/apt;2021;$358 ;$72 ;2;57;6/30/2019
1380561739;unconfirmed;Borough Park;flexible;Private room;2004;$1,161 ;$232 ;1;2;6/20/2019
1381644099;unconfirmed;East Village;strict;Private room;2021;$1,055 ;$211 ;1;11;10/31/2016
1381888606;unconfirmed;Sheepshead Bay;flexible;Private room;2009;$654 ;$131 ;3;0;
1382129222;verified;Prospect-Lefferts Gardens;moderate;Entire home/apt;2017;$148 ;$30 ;1;282;7/7/2019
1384391200;verified;Kips Bay;moderate;Entire home/apt;2018;$890 ;$178 ;30;5;1/28/2022
1385396919;verified;Olinville;strict;Entire home/apt;2011;$912 ;$182 ;3;5;11/26/2021
1386943920;verified;East Harlem;flexible;Private room;2014;$853 ;$171 ;1;103;7/2/2019
1389207726;verified;Williamsburg;flexible;Entire home/apt;2006;$960 ;$192 ;6;2;1/10/2022
1391545381;unconfirmed;Flushing;strict;Private room;2013;$995 ;$199 ;1;13;6/23/2019
1392816984;verified;Nolita;moderate;Entire home/apt;2006;$784 ;$157 ;1;1;2/3/2019
1393753416;verified;East Village;strict;Private room;2008;$590 ;$118 ;2;1;2/1/2019
1393873064;verified;Harlem;strict;Private room;2009;$1,153 ;$231 ;30;2;1/1/2019
1396794397;verified;Williamsburg;moderate;Entire home/apt;2018;$1,168 ;$234 ;1;57;6/27/2019
1398767522;unconfirmed;Washington Heights;strict;Entire home/apt;2012;$598 ;$120 ;4;2;1/2/2019
1400273101;unconfirmed;Morningside Heights;moderate;Private room;2005;$522 ;$104 ;2;24;2/26/2022
1400370512;unconfirmed;Midtown;moderate;Private room;2016;$512 ;$102 ;3;1;12/11/2016
1400959407;verified;Crown Heights;moderate;Entire home/apt;2010;$854 ;$171 ;2;2;6/23/2019
1400991842;verified;Washington Heights;strict;Private room;2019;$624 ;$125 ;2;0;
1404627938;verified;Harlem;moderate;Entire home/apt;2003;$326 ;$65 ;4;94;6/21/2019
1405417777;verified;Bedford-Stuyvesant;flexible;Private room;2008;$693 ;$139 ;2;87;6/30/2019
1405795601;unconfirmed;Williamsburg;strict;Private room;2015;$179 ;$36 ;5;3;6/30/2019
1406038793;verified;Hell's Kitchen;strict;Entire home/apt;2012;$242 ;$48 ;10;4;2/15/2019
1406254556;verified;Washington Heights;strict;Shared room;2015;$339 ;$68 ;1;0;
1406492622;unconfirmed;Bushwick;moderate;Private room;2012;$547 ;$109 ;2;30;11/7/2018
1406659141;verified;Gramercy;flexible;Entire home/apt;2016;$426 ;$85 ;3;6;5/19/2019
1407686402;unconfirmed;SoHo;strict;Entire home/apt;2009;$684 ;$137 ;1;0;
1409234459;verified;Bushwick;flexible;Private room;2006;$954 ;$191 ;2;5;1/12/2022
1409816628;verified;Carroll Gardens;strict;Entire home/apt;2015;$1,135 ;$227 ;31;121;7/1/2019
1410563846;unconfirmed;Upper West Side;moderate;Entire home/apt;2013;$378 ;$76 ;30;6;11/1/2021
1411882656;verified;SoHo;strict;Entire home/apt;2012;$1,008 ;$202 ;30;159;6/12/2019
1412150102;verified;Sunnyside;strict;Private room;2007;$277 ;$55 ;1;1;9/9/2015
1412412745;verified;Sunset Park;flexible;Private room;2020;$562 ;$112 ;1;10;6/10/2019
1412422360;verified;Williamsburg;strict;Private room;2019;$461 ;$92 ;1;2;5/27/2019
1414631531;unconfirmed;Clinton Hill;moderate;Entire home/apt;2007;$1,042 ;$208 ;5;3;4/11/2019
1415433148;unconfirmed;Hell's Kitchen;flexible;Entire home/apt;2020;$968 ;$194 ;1;22;7/2/2019
1417126484;verified;Norwood;moderate;Private room;2011;$77 ;$15 ;2;6;5/13/2019
1417920723;unconfirmed;Crown Heights;flexible;Private room;2004;$585 ;$117 ;1;7;2/15/2019
1418751948;unconfirmed;Upper West Side;flexible;Entire home/apt;2010;$798 ;$160 ;1;20;6/30/2019
1419940740;unconfirmed;Bedford-Stuyvesant;moderate;Private room;2005;$1,174 ;$235 ;30;15;10/3/2018
1420174998;verified;East Village;strict;Entire home/apt;2009;$145 ;$29 ;3;85;6/23/2019
1420459604;unconfirmed;Bedford-Stuyvesant;moderate;Entire home/apt;2022;$682 ;$136 ;2;5;8/8/2017
1421420822;verified;Fort Greene;strict;Private room;2005;$733 ;$147 ;30;24;7/18/2020
1423808400;verified;Midtown;strict;Entire home/apt;2020;$834 ;$167 ;3;0;
1424093825;verified;East Village;moderate;Private room;2010;$293 ;$59 ;2;2;5/24/2021
1424115308;verified;Midtown;moderate;Entire home/apt;2022;$857 ;$171 ;2;1;2/16/2022
1425360922;unconfirmed;Midtown;strict;Entire home/apt;2013;$830 ;$166 ;1;0;
1425459306;verified;Upper West Side;flexible;Entire home/apt;2012;$659 ;$132 ;8;4;2/27/2022
1425789885;unconfirmed;Bedford-Stuyvesant;strict;Entire home/apt;2009;$941 ;$188 ;3;80;7/7/2019
1427509331;unconfirmed;Bedford-Stuyvesant;flexible;Private room;2003;$1,049 ;$210 ;1;75;6/23/2019
1428603013;verified;East Village;moderate;Entire home/apt;2011;$708 ;$142 ;10;22;12/30/2018
1430915164;verified;Sunset Park;moderate;Private room;2014;$434 ;$87 ;1;25;1/30/2022
1430921836;verified;Carroll Gardens;flexible;Private room;2016;$310 ;$62 ;2;74;7/1/2019
1430933796;unconfirmed;Washington Heights;flexible;Private room;2021;$774 ;$155 ;3;104;1/7/2022
1431990700;unconfirmed;Sunset Park;moderate;Private room;2014;$912 ;$182 ;7;1;5/21/2017
1433284897;verified;Rockaway Beach;moderate;Entire home/apt;2012;$918 ;$184 ;6;38;10/9/2021
1433412177;unconfirmed;Upper West Side;strict;Private room;2014;$478 ;$96 ;14;1;1/31/2022
1434373506;verified;Crown Heights;strict;Entire home/apt;2020;$889 ;$178 ;2;1;7/30/2017
1435163561;verified;Williamsburg;moderate;Private room;2014;$57 ;$11 ;25;0;
1435192120;verified;Midtown;moderate;Entire home/apt;2016;$834 ;$167 ;3;3;11/26/2017
1435578444;unconfirmed;Little Italy;flexible;Private room;2010;$170 ;$34 ;1;1;10/10/2021
1436511328;verified;Williamsburg;moderate;Private room;2015;$378 ;$76 ;1;372;6/21/2019
1436996918;verified;Harlem;flexible;Private room;2009;$481 ;$96 ;1;17;10/8/2018
1437787022;verified;Crown Heights;moderate;Private room;2007;$1,111 ;$222 ;10;12;5/21/2019
1438292893;unconfirmed;Sunnyside;strict;Private room;2008;$908 ;$182 ;2;111;6/24/2019
1439643731;verified;East Flatbush;moderate;Private room;2003;$1,024 ;$205 ;3;52;6/23/2019
1439663857;unconfirmed;Bedford-Stuyvesant;flexible;Entire home/apt;2011;$733 ;$147 ;2;80;5/26/2019
1439687078;verified;Crown Heights;strict;Private room;2006;$568 ;$114 ;3;14;9/30/2016
1439792955;verified;Gramercy;strict;Entire home/apt;2018;$353 ;$71 ;3;103;6/24/2019
1440578292;verified;Stuyvesant Town;flexible;Private room;2008;$653 ;$131 ;60;0;
1442876870;verified;Harlem;moderate;Private room;2017;$616 ;$123 ;2;28;7/3/2019
1446973254;verified;Astoria;strict;Private room;2021;$653 ;$131 ;2;16;7/1/2019
1447513810;verified;Lower East Side;flexible;Private room;2013;$1,043 ;$209 ;15;25;10/10/2018
1448446014;unconfirmed;Bedford-Stuyvesant;flexible;Private room;2006;$650 ;$130 ;30;4;9/25/2020
1448834146;verified;Kingsbridge;strict;Entire home/apt;2012;$324 ;$65 ;3;114;6/16/2019
1449313021;verified;Upper East Side;strict;Entire home/apt;2004;$369 ;$74 ;3;44;2/11/2019
1449868503;unconfirmed;Kensington;flexible;Entire home/apt;2018;$898 ;$180 ;3;13;6/23/2019
1450502892;unconfirmed;Williamsburg;flexible;Private room;2005;$291 ;$58 ;4;9;12/21/2018
1452161346;unconfirmed;Kensington;moderate;Entire home/apt;2005;$728 ;$146 ;2;12;12/29/2021
1452906407;unconfirmed;Stapleton;strict;Entire home/apt;2009;$1,126 ;$225 ;2;10;7/7/2019
1454440112;unconfirmed;Bushwick;moderate;Private room;2018;$1,139 ;$228 ;3;9;6/19/2019
1454440112;unconfirmed;Bushwick;moderate;Private room;2018;$1,139 ;$228 ;3;9;6/19/2019
1454540990;unconfirmed;Upper East Side;flexible;Entire home/apt;2011;$151 ;$30 ;1;1;9/29/2015
